iter	Logloss
573	0.219689974
574	0.219400329
575	0.2192053797
576	0.2189633365
577	0.2188054584
578	0.2186070376
579	0.2183585813
580	0.2180935964
581	0.2179065609
582	0.2177081824
583	0.2174050565
584	0.2173108459
585	0.2171742558
586	0.2169796811
587	0.2168479025
588	0.2165776165
589	0.2163898498
590	0.2162459255
591	0.216069073
592	0.2158510053
593	0.2157251579
594	0.2155546818
595	0.2153607764
596	0.2151471845
597	0.2149355975
598	0.2146910005
599	0.2144637614
600	0.2142123499
601	0.2140200428
602	0.2138091097
603	0.2136409161
604	0.2135350074
605	0.2133871805
606	0.2132797223
607	0.2130028709
608	0.2128623751
609	0.2127053153
610	0.2124040488
611	0.2122479516
612	0.212091152
613	0.2119904919
614	0.211802348
615	0.2116630377
616	0.2115211202
617	0.2113310828
618	0.2111102948
619	0.2109149448
620	0.2108157159
621	0.2106430906
622	0.2104979776
623	0.2103501088
624	0.2101977091
625	0.2100846334
626	0.2098724586
627	0.2096088808
628	0.2094730935
629	0.2093216047
630	0.2091902296
631	0.2090716576
632	0.2088864865
633	0.2087766118
634	0.2086001332
635	0.208506228
636	0.2083167872
637	0.208198791
638	0.2080367646
639	0.2078788632
640	0.207743716
641	0.2075260197
642	0.2072464664
643	0.2070329231
644	0.206905337
645	0.2067693395
646	0.2065922027
647	0.2064995802
648	0.2063584291
649	0.2062531196
650	0.2061567677
651	0.205986471
652	0.2058973692
653	0.2057548249
654	0.2056021491
655	0.2055067232
656	0.2052973814
657	0.2051467809
658	0.2048684273
659	0.2046905353
660	0.2045923752
661	0.2044575697
662	0.204309629
663	0.2041995375
664	0.2040712954
665	0.2039325296
666	0.203812514
667	0.2036382686
668	0.2034917915
669	0.2032721923
670	0.2031401945
671	0.2029802137
672	0.2028060656
673	0.2026617813
674	0.2025295441
675	0.2023428966
676	0.2022245725
677	0.2020852103
678	0.2019267246
679	0.2017844102
680	0.2016097176
681	0.201405972
682	0.2012616286
683	0.2010751246
684	0.2008977187
685	0.200826103
686	0.2006653482
687	0.2004780482
688	0.2003500496
689	0.200165204
690	0.2000742787
691	0.1999492418
692	0.1998151432
693	0.1996144054
694	0.1995292029
695	0.199380409
696	0.1992191354
697	0.1990781786
698	0.1988903466
699	0.1987391128
700	0.198566609
701	0.1983820719
702	0.1982366348
703	0.1981391048
704	0.1980308397
705	0.197855796
706	0.1977336597
707	0.1976315604
708	0.1974690874
709	0.1973353992
710	0.1971987743
711	0.196993661
712	0.1968140591
713	0.1966344505
714	0.1963658833
715	0.1962555505
716	0.196162601
717	0.196012859
718	0.1958847104
719	0.1957022618
720	0.1956147408
721	0.1954751157
722	0.1953487768
723	0.1952285091
724	0.1950436312
725	0.1949287988
726	0.19481148
727	0.1946369453
728	0.1945168611
729	0.1943356033
730	0.194208058
731	0.1940435027
732	0.1939729166
733	0.1938005395
734	0.19366748
735	0.1935626794
736	0.1934387652
737	0.1932670736
738	0.1931614691
739	0.193016826
740	0.1928760411
741	0.192677514
742	0.1925325006
743	0.1924202401
744	0.1922668872
745	0.1920667702
746	0.1919089806
747	0.1917219173
748	0.1915636766
749	0.1914431404
750	0.1913457196
751	0.1911637058
752	0.190975835
753	0.190812382
754	0.1906299006
755	0.1904028131
756	0.1901968227
757	0.1900438717
758	0.1899023579
759	0.1897716781
760	0.189569468
761	0.1894252791
762	0.1893386318
763	0.1892000548
764	0.1890562376
765	0.1889181796
766	0.1887811882
767	0.1886825381
768	0.1885747787
769	0.1884101592
770	0.1882524596
771	0.1880182752
772	0.1878927302
773	0.1877535448
774	0.1876401815
775	0.1874674601
776	0.1873270997
777	0.1871964187
778	0.1870960626
779	0.1869760667
780	0.1868174266
781	0.1867385046
782	0.1865642904
783	0.1863847501
784	0.1862272701
785	0.1861160187
786	0.1859580433
787	0.1857810929
788	0.1856124956
789	0.1854645309
790	0.1853099296
791	0.185087529
792	0.1849220361
793	0.1848082076
794	0.1846804114
795	0.1845923756
796	0.1844028411
797	0.1842798582
798	0.1842216446
799	0.1841123685
800	0.1839697978
801	0.1838111552
802	0.1837220648
803	0.1835516561
804	0.1834469509
805	0.1832572173
806	0.1831383982
807	0.1829135463
808	0.182749266
809	0.1825429739
810	0.1824004691
811	0.1822742467
812	0.1820934466
813	0.1819686155
814	0.1817873135
815	0.1816170343
816	0.1815057774
817	0.1813414609
818	0.181206624
819	0.1810440202
820	0.1809373929
821	0.1806951278
822	0.1805318816
823	0.1803475915
824	0.1802452439
825	0.180142221
826	0.1800594405
827	0.1799067058
828	0.1797570522
829	0.1796752849
830	0.1795855993
831	0.1795012433
832	0.1793784774
833	0.1792331472
834	0.1789885053
835	0.1788642323
836	0.1786916847
837	0.1786087641
838	0.1785058091
839	0.1783908509
840	0.178233157
841	0.1780575479
842	0.1779611185
843	0.1777862285
844	0.1776689634
845	0.1775323642
846	0.1772774324
847	0.1771494294
848	0.176991758
849	0.1768801502
850	0.1768062292
851	0.1766069577
852	0.176517463
853	0.1764391603
854	0.1763306906
855	0.1761565288
856	0.1760306248
857	0.175938545
858	0.1758258044
859	0.1756780018
860	0.1755959404
861	0.1754988927
862	0.1753709449
863	0.1752324672
864	0.175083321
865	0.1749529615
866	0.1748788777
867	0.1747465423
868	0.1746542627
869	0.1744882804
870	0.174382443
871	0.1742296197
872	0.1740762743
873	0.1739871715
874	0.1738843754
875	0.1737780253
876	0.1736567624
877	0.1734741032
878	0.1733166246
879	0.173197487
880	0.1730852876
881	0.17295315
882	0.1728422586
883	0.1727130387
884	0.1725318011
885	0.1723107255
886	0.1721947967
887	0.1720795502
888	0.1718798643
889	0.1716343596
890	0.1715050105
891	0.1713606462
892	0.1712348009
893	0.1711385634
894	0.1710529775
895	0.1709378036
896	0.1707966816
897	0.1706700337
898	0.1704823492
899	0.1703929871
900	0.1703070611
901	0.1702231729
902	0.1701138652
903	0.1700321958
904	0.1698786557
905	0.1697066318
906	0.1696209023
907	0.1695257907
908	0.1694575469
909	0.1692090328
910	0.1690120167
911	0.1688469583
912	0.1687376013
913	0.168609747
914	0.1684322965
915	0.1683297509
916	0.1682036574
917	0.168103632
918	0.1679885487
919	0.1679186567
920	0.1677741053
921	0.1676998593
922	0.1675022252
923	0.1674199849
924	0.1672906189
925	0.1671840254
926	0.1670278521
927	0.1669602744
928	0.1667803506
929	0.1667101415
930	0.166586635
931	0.1664842253
932	0.1662886781
933	0.1662112359
934	0.1660875172
935	0.1659538117
936	0.1658212818
937	0.1656804251
938	0.1655362939
939	0.1654116466
940	0.1652573461
941	0.1650835829
942	0.164967666
943	0.1647841733
944	0.1646764617
945	0.1645680767
946	0.164405021
947	0.1642703073
948	0.164135506
949	0.1640300046
950	0.1638925782
951	0.1637740899
952	0.1636623201
953	0.1635348182
954	0.1634244416
955	0.1633592111
956	0.163122066
957	0.1629572923
958	0.1628624468
959	0.1627568238
960	0.1626378517
961	0.1625261055
962	0.1624313018
